ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,CITY,CITYNAME,COUNTY,COUNTYNAME,CaseYear,DAY,DAY_WEEK,DAY_WEEKNAME,DRUNK_DR,FATALS,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,HOUR,HOURNAME,LATITUDE,LATITUDENAME,LGT_COND,LGT_CONDNAME,LONGITUD,LONGITUDNAME,MAN_COLL,MAN_COLLNAME,MILEPT,MILEPTNAME,MINUTE,MINUTENAME,MONTH,MonthName,NHS,NHSNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PVH_INVL,ParkWorks,RAIL,RAILNAME,RD_OWNER,RD_OWNERNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,REL_ROAD,REL_ROADNAME,ROAD_FNC,ROAD_FNCNAME,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,SCH_BUS,SCH_BUSNAME,SP_JUR,SP_JURNAME,STATENAME,ST_CASE,State,TWAY_ID,TWAY_ID2,TYP_INT,TYP_INTNAME,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHERNAME,WRK_ZONE,WRK_ZONENAME,YEAR
1,1:00am-1:59am,33,33,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2013,7,6,Friday,0,1,,,42,Tree (Standing Only),2,2:00am-2:59am,3,3,1,1:00am-1:59am,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,6,June,0,This section IS NOT on the NHS,1,1:00am-1:59am,26,26,0,4,0,4,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,6,Rural-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360477,36,GRAY AVE,,1,Not an Intersection,1,1,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2013,8,7,Saturday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,17,5:00pm-5:59pm,99.99990000,Unknown,1,Daylight,999.999900000,Unknown,2,Front-to-Front,0,None,29,29,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360479,36,CR-83,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,4243,NORTH BELLPORT,103,SUFFOLK (103),2017,22,5,Thursday,0,2,7,Local,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,10,10:00am-10:59am,40.77329722,40.77329722,1,Daylight,-72.948575000,-72.948575000,1,Front-to-Rear ,0,None,14,14,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360479,36,CR-80 MONTAUK HWY,HOFFMAN AVE,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2017,30,6,Friday,0,1,7,Local,30,Utility Pole/Light Support,99,Unknown,99,Unknown EMS Hospital Arrival Time,13,1:00pm-1:59pm,40.73815833,40.73815833,1,Daylight,-73.120769440,-73.120769440,0,Not a Collision with Motor Vehicle In-Transport,0,None,4,4,6,June,0,This section IS NOT on the NHS,13,1:00pm-1:59pm,4,4,0,2,0,2,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360480,36,CR-85 MONTAUK HWY,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
14,2:00pm-2:59pm,55,55,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2013,12,4,Wednesday,0,1,,,24,Guardrail Face,99,Unknown,99,Unknown EMS Hospital Arrival Time,14,2:00pm-2:59pm,40.84521667,40.84521667,1,Daylight,-73.017994440,-73.017994440,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,6,June,1,This section IS ON the NHS,14,2:00pm-2:59pm,40,40,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,13,Urban-Other Principal Arterial,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360480,36,CR-83,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2018,19,3,Tuesday,2,1,2,Principal Arterial - Other Freeways and Expressways,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,99.99990000,Unknown,1,Daylight,999.999900000,Unknown,1,Front-to-Rear ,0,None,7,7,6,June,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,1,Interstate,2,Urban,0,No,0,No Special Jurisdiction,New York,360481,36,I-495,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2017,20,5,Thursday,0,1,7,Local,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,15,3:00pm-3:59pm,40.89116111,40.89116111,1,Daylight,-73.009338890,-73.009338890,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360481,36,PINE RD,CHESTNUT ST,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5769,SMITHTOWN,103,SUFFOLK (103),2017,28,6,Friday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,9,9:00am-9:59am,40.82708611,40.82708611,1,Daylight,-73.277000000,-73.277000000,0,Not a Collision with Motor Vehicle In-Transport,0,None,5,5,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,2,On Shoulder,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360482,36,NEW HIGHWAY,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2010,28,4,Wednesday,0,2,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,17,5:00pm-5:59pm,40.77698611,40.77698611,1,Daylight,-73.249380560,-73.249380560,6,Angle ,0,None,10,10,4,April,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,,,6,,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360482,36,3RD AVE,3RD ST,2,Four-Way Intersection,2,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
0,0:00am-0:59am,23,23,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2018,4,4,Wednesday,1,1,3,Principal Arterial - Other,24,Guardrail Face,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),0,0:00am-0:59am,40.76999444,40.76999444,2,Dark - Not Lighted,-73.059486110,-73.059486110,0,Not a Collision with Motor Vehicle In-Transport,0,None,19,19,7,July,1,This section IS ON the NHS,0,0:00am-0:59am,19,19,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360482,36,SR-454 VETERANS MEMORIAL HWY,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5769,SMITHTOWN,103,SUFFOLK (103),2013,21,6,Friday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.83598611,40.83598611,1,Daylight,-73.194341670,-73.194341670,6,Angle ,0,None,7,7,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,8,Driveway Access Related,1,On Roadway,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360482,36,SR-111,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2016,7,3,Tuesday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,40.74008611,40.74008611,1,Daylight,-73.222744440,-73.222744440,1,Front-to-Rear ,0,None,9,9,6,June,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,5,0,5,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,1,Rural,0,No,0,No Special Jurisdiction,New York,360482,36,SR-27 SUNRISE HWY,,1,Not an Intersection,4,4,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2019,24,4,Wednesday,0,3,2,Principal Arterial - Other Freeways and Expressways,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,13,1:00pm-1:59pm,40.72054722,40.72054722,1,Daylight,-73.399322220,-73.399322220,1,Front-to-Rear ,0,None,31,31,4,April,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,5,0,5,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360482,36,SR-908M SOUTHERN STATE PKWY,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2018,4,4,Wednesday,1,1,7,Local,33,Curb,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),3,3:00am-3:59am,40.81173056,40.81173056,3,Dark - Lighted,-73.146097220,-73.146097220,0,Not a Collision with Motor Vehicle In-Transport,0,None,19,19,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360483,36,EXPRESS DR N,EDGEWOOD AVE,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,None,0,None,360,BABYLON,103,SUFFOLK (103),2018,5,5,Thursday,0,1,2,Principal Arterial - Other Freeways and Expressways,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),14,2:00pm-2:59pm,40.71413611,40.71413611,1,Daylight,-73.333975000,-73.333975000,11,Other ,0,None,14,14,7,July,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,1,State Highway Agency,1,Yes,18,Through Roadway,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360484,36,SR-27,,1,Not an Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
0,0:00am-0:59am,10,10,0,None,0,None,0,None,1700,EAST PATCHOGUE,103,SUFFOLK (103),2018,20,6,Friday,1,1,7,Local,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,0,0:00am-0:59am,40.77590833,40.77590833,2,Dark - Not Lighted,-72.976894440,-72.976894440,0,Not a Collision with Motor Vehicle In-Transport,0,None,7,7,7,July,0,This section IS NOT on the NHS,0,0:00am-0:59am,7,7,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360485,36,SILLS RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2017,16,4,Wednesday,0,1,7,Local,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,21,9:00pm-9:59pm,40.75616389,40.75616389,1,Daylight,-73.244888890,-73.244888890,6,Angle ,0,None,15,15,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,8,Driveway Access Related,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360485,36,BRENTWOOD RD,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2017
0,0:00am-0:59am,23,23,0,None,0,None,0,None,2577,HAUPPAUGE,103,SUFFOLK (103),2013,31,4,Wednesday,1,1,,,19,Building,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,0:00am-0:59am,40.81057778,40.81057778,3,Dark - Lighted,-73.255963890,-73.255963890,0,Not a Collision with Motor Vehicle In-Transport,0,None,9,9,7,July,0,This section IS NOT on the NHS,0,0:00am-0:59am,16,16,0,1,0,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,5,Outside Trafficway,6,Rural-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360487,36,COMMERCE DR,ADAMS AVE,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
18,6:00pm-6:59pm,38,38,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2019,16,6,Friday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,19,7:00pm-7:59pm,23,23,18,6:00pm-6:59pm,40.80027500,40.80027500,1,Daylight,-73.336852780,-73.336852780,6,Angle ,99999,Unknown,38,38,8,August,1,This section IS ON the NHS,18,6:00pm-6:59pm,38,38,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,1,Interstate,2,Urban,0,No,0,No Special Jurisdiction,New York,360492,36,I-495 N SERVICE RD,,1,Not an Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
21,9:00pm-9:59pm,41,41,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2019,5,4,Wednesday,1,1,3,Principal Arterial - Other,46,Traffic Signal Support,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.78265556,40.78265556,3,Dark - Lighted,-73.097588890,-73.097588890,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99998,Not Reported,33,33,6,June,1,This section IS ON the NHS,21,9:00pm-9:59pm,33,33,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,3,Intersection-Related ,4,On Roadside,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360493,36,SR-454,JOHNSON AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
1,1:00am-1:59am,20,20,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2013,29,7,Saturday,0,2,,,12,Motor Vehicle In-Transport ,1,1:00am-1:59am,45,45,1,1:00am-1:59am,99.99990000,Unknown,3,Dark - Lighted,999.999900000,Unknown,7,Sideswipe - Same Direction,0,None,14,14,6,June,0,This section IS NOT on the NHS,1,1:00am-1:59am,15,15,0,4,0,4,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360493,36,WALT WHITMAN RD,PARK DR,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2013,24,2,Monday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.80486111,40.80486111,5,Dusk,-72.840566670,-72.840566670,6,Angle ,0,None,51,51,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360494,36,HERKIMER ST,CARLTON AVE,2,Four-Way Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2013
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2012,1,1,Sunday,1,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,20,8:00pm-8:59pm,40.74222222,40.74222222,5,Dusk,-73.206761110,-73.206761110,1,Front-to-Rear ,0,None,35,35,7,July,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,3,0,3,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360494,36,SR-27,,1,Not an Intersection,3,3,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2012
20,8:00pm-8:59pm,33,33,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2010,27,3,Tuesday,0,1,,,12,Motor Vehicle In-Transport ,20,8:00pm-8:59pm,50,50,20,8:00pm-8:59pm,40.82243333,40.82243333,5,Dusk,-72.982713890,-72.982713890,2,Front-to-Front,0,None,25,25,7,July,1,This section IS ON the NHS,20,8:00pm-8:59pm,29,29,0,,,3,,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,1,Rural-Principal Arterial-Interstate,1,Interstate,,,0,No,0,No Special Jurisdiction,New York,360494,36,I-495,,1,Not an Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,620,BRENTWOOD,103,SUFFOLK (103),2019,20,5,Thursday,0,1,7,Local,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,5,5:00am-5:59am,40.78660556,40.78660556,4,Dawn,-73.246397220,-73.246397220,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,24,24,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360495,36,WASHINGTON AVE,FLICK PL,2,Four-Way Intersection,1,1,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2019,13,5,Thursday,0,1,3,Principal Arterial - Other,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.94613889,40.94613889,1,Daylight,-72.892791670,-72.892791670,6,Angle ,99999,Unknown,50,50,6,June,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360496,36,SR-25A,MILLER AVE,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2019,24,2,Monday,0,1,5,Major Collector,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,21,9:00pm-9:59pm,40.94558056,40.94558056,3,Dark - Lighted,-72.990019440,-72.990019440,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99999,Unknown,58,58,6,June,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360498,36,MILLER PLACE RD,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
21,9:00pm-9:59pm,7,7,0,None,0,None,0,None,5620,SELDEN,103,SUFFOLK (103),2014,5,7,Saturday,0,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.86369167,40.86369167,5,Dusk,-73.047669440,-73.047669440,0,Not a Collision with Motor Vehicle In-Transport,0,None,4,4,7,July,0,This section IS NOT on the NHS,21,9:00pm-9:59pm,4,4,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,14,Urban-Minor Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360500,36,SR-25,COLLEGE RD,3,T-Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
14,2:00pm-2:59pm,48,48,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,2,4,Wednesday,0,1,,,42,Tree (Standing Only),88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),14,2:00pm-2:59pm,40.93501111,40.93501111,1,Daylight,-72.939319440,-72.939319440,0,Not a Collision with Motor Vehicle In-Transport,0,None,46,46,7,July,0,This section IS NOT on the NHS,14,2:00pm-2:59pm,46,46,0,1,0,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,5,Outside Trafficway,6,Rural-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360502,36,ROCKY POINT RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
23,11:00pm-11:59pm,6,6,0,None,0,None,0,None,5870,SOUTHOLD,103,SUFFOLK (103),2011,24,1,Sunday,0,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),23,11:00pm-11:59pm,41.04561667,41.04561667,2,Dark - Not Lighted,-72.466250000,-72.466250000,0,Not a Collision with Motor Vehicle In-Transport,0,None,2,2,7,July,1,This section IS ON the NHS,23,11:00pm-11:59pm,2,2,1,4,1,4,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,2,Rural-Principal Arterial-Other,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360502,36,CR-48,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
18,6:00pm-6:59pm,29,29,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2016,10,4,Wednesday,0,1,2,Principal Arterial - Other Freeways and Expressways,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.71356111,40.71356111,1,Daylight,-73.340069440,-73.340069440,7,Sideswipe - Same Direction,0,None,25,25,8,August,1,This section IS ON the NHS,18,6:00pm-6:59pm,24,24,0,2,0,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360502,36,SR-27,,1,Not an Intersection,2,2,2,2,Rain,10,Cloudy,Rain,0,None,2016
21,9:00pm-9:59pm,26,26,0,None,0,None,0,None,1650,EAST HAMPTON,103,SUFFOLK (103),2012,4,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,21,9:00pm-9:59pm,59,59,21,9:00pm-9:59pm,41.04048889,41.04048889,2,Dark - Not Lighted,-71.935194440,-71.935194440,2,Front-to-Front,0,None,16,16,7,July,1,This section IS ON the NHS,21,9:00pm-9:59pm,15,15,0,3,0,3,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,2,Rural-Principal Arterial-Other,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360502,36,SR-27 MONTAUK HWY,S FOX ST,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,160,AMITYVILLE,103,SUFFOLK (103),2010,26,2,Monday,0,1,,,19,Building,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),19,7:00pm-7:59pm,40.68358056,40.68358056,1,Daylight,-73.411388890,-73.411388890,0,Not a Collision with Motor Vehicle In-Transport,0,None,57,57,7,July,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,,,1,,,0000000,Not Applicable,,,0,No,1,Non-Junction,4,On Roadside,16,Urban-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360503,36,DIXON AVE,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
